incident_id,name,start_date,end_date,incident_type,receiver_country,receiver_regions,receiver_category,receiver_subcategory,initiator_name,initiator_country,initiator_category,initiator_subcategory,attribution_type,attributing_actor,cyber_conflict_issue,zero_days,mitre_initial_access,mitre_impact,has_disruption,data_theft,hijacking,impact_indicator_score,functional_impact,intelligence_impact,economic_impact_value,response_indicator,start_year
1589,"State-sponsored Chinese hacker group Budworm gained access to networks of targets in the US, Middle East and Southeast Asia since April 2022",2022-04-01,2022-10-13,Hijacking without Misuse,"Middle East (region), United States, Southeast Asia (region)","NATO, NORTHAM","State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Critical infrastructure","Government / ministries, Legislative, Health",Budworm,China,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Symantec,International power,No,Supply Chain Compromise,Not available,False,Not available,Empowerment,7,Months,Not available,0,Countermeasures,2022.0
1583,Anonymous hacked and leaked the database of the Russian Ministry of Defense in February 2022,2022-02-01,2022-02-25,Data theft & Doxing,Russia,"EUROPE, EASTEU, CSTO, SCO",State institutions / political system,Government / ministries,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Anonymous,"System / ideology, Territory, Resources, International power",No,Not available,Data Exfiltration,False,Non-sensitive information,Not available,8,No system interference/disruption,Minor Breach + Corruption,0,Unfriendly Acts / Retorsions,2022.0
1581,Ukrainian IT Army defaced the website of the Collective Security Treaty Organisation (CSTO) on 7 October 2022,2022-10-07,2022-10-07,"Disruption, Hijacking with Misuse",Russia,"EUROPE, EASTEU, CSTO, SCO",International / supranational organization,Not available,IT Army of Ukraine,Ukraine,Non-state-group,Hacktivist(s),Self-attribution,IT Army of Ukraine,"System / ideology, Territory, Resources, International power",No,Not available,Defacement,True,Not available,System Misuse,5,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1580,Lebanon-based hacking group POLONIUM has targeted Israeli organizations in possible coordination with Iran's Ministry of Intelligence since September 2021,2021-09-01,,"Data theft, Hijacking with Misuse",Israel,"ASIA, MENA, MEA","Unknown, State institutions / political system, Critical infrastructure, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Media","Government / ministries, Finance, Other (e.g., embassies), Transportation, Health, Defence industry","Plaid Rain fka POLONIUM/UNC4453/Aqua Dev 1/Greatrift, Ministry of Intelligence and Security (MOIS, Iran)","Lebanon, Iran","State affiliated actor, State",Non-state group(state-affiliation suggested),Technical report,Microsoft,International power,No,Exploit Public-Facing Application,Not available,False,Not available,Empowerment,5,Not available,Minor Breach,0,Countermeasures,2021.0
1577,Pro-Russian group Killnet attacked Romanian websites from the state and private sector in April 2022,2022-04-29,,"Disruption, Ransomware",Romania,"EUROPE, BALKANS, NATO, EU","State institutions / political system, Critical infrastructure","Government / ministries, Transportation, Civil service / administration, Police",Killnet,Russia,Non-state-group,Hacktivist(s),Political statement / report,Romanian Intelligence Service (SRI),"System / ideology, Territory, Resources, International power",No,Exploit Public-Facing Application,Network Denial of Service,True,Not available,Not available,9,Day (< 24h),No Impact,0,Countermeasures,2022.0
1575,Several Ukrainian government institutions as well as some banks were attacked by (amongst others) pro-Russian hacktivists through a DDoS attack on 23 February 2022,2022-02-23,2022-02-23,Disruption,Ukraine,"EUROPE, EASTEU","State institutions / political system, Critical infrastructure","Government / ministries, Finance, Intelligence agencies",Unknown,Russia,Non-state-group,Hacktivist(s),Media report,BBC,"System / ideology, Territory, Resources, International power",No,Not available,Network Denial of Service,False,Not available,Not available,6,Day (< 24h),No Impact,0,Countermeasures,2022.0
1574,Iranian activist hackers Edaalate Ali disrupt Iranian state TV broacast featuring the Supreme Leader on 8 October 2022,2022-10-08,2022-10-08,Disruption,Iran,"ASIA, MENA, MEA",Media,Not available,Edaalate Ali,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Edaalate Ali,System / ideology,No,Not available,Data Manipulation,True,Not available,Not available,6,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1573,Pro-Russian group Killnet disrupts over a dozen US airport websites on 10 October 2022,2022-10-10,2022-10-10,Disruption,United States,"NATO, NORTHAM",Critical infrastructure,Transportation,Unknown,Russia,State affiliated actor,Non-state group(state-affiliation suggested),Self-attribution,Killnet,System / ideology,No,Not available,Network Denial of Service,False,Not available,Not available,6,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1572,"Russian threat actors attack a Ukrainian governmental network with the IsaacWiper on February 24, 2022",2022-02-24,2022-02-25,"Disruption, Hijacking with Misuse",Ukraine,"EUROPE, EASTEU",State institutions / political system,Government / ministries,Not attributed,Not attributed,Not attributed,Not available,Technical report,ESET,"System / ideology, Territory, Resources, International power",No,Not available,Disk Wipe,True,Not available,System Misuse,6,No system interference/disruption,Corruption / Major Breach,0,Countermeasures,2022.0
1571,"Several hours before the Russian invasion in February 2022, IRIDIUM attacked more than a dozen organizations in Ukraine using FoxBlade malware",2022-02-23,2022-02-23,"Disruption, Hijacking without Misuse","Lithuania, Ukraine","EUROPE, NATO, EU, NORTHEU, EUROPE, EASTEU","Critical infrastructure, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), State institutions / political system","Transportation, Finance, Defence industry, Government / ministries, Energy, Military","Sandworm/APT44/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",Russia,State,Not available,Technical report,Microsoft,"System / ideology, Territory, Resources, International power",No,Not available,Data Destruction,True,Not available,System Misuse,6,Day (< 24h),No Impact,0,Countermeasures,2022.0
1570,Unknown actors used JavaScript-code BrownFlood to target mainly Ukrainian websites with DDoS since March 2022,2022-03-07,,Disruption,"Norway, Ukraine","EUROPE, NATO, NORTHEU, EUROPE, EASTEU","State institutions / political system, Critical infrastructure, Education, International / supranational organization, Social groups","Civil service / administration, Research, Finance",Not attributed,Not attributed,Not attributed,Not available,Technical report,CERT-UA,"System / ideology, Territory, Resources, International power",No,Drive-By Compromise,Network Denial of Service,True,Not available,Not available,7,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1569,VSOP stole and leaked information from Guatemalan Ministry of Foreign Affairs in September 2022,2022-09-01,2022-10-05,"Data theft & Doxing, Disruption",Guatemala,CENTAM,State institutions / political system,Government / ministries,VSOP,Unknown,Unknown,Not available,Self-attribution,VSOP,Unknown,No,Exploit Public-Facing Application,Data Exfiltration,True,Non-sensitive information,Not available,8,Weeks (< 4 weeks),Minor Breach + Corruption,0,Unfriendly Acts / Retorsions,2022.0
1567,"Pro-Russian group Killnet disrupts government websites in Colorado, Kentucky and Mississippi on 5 October 2022",2022-10-05,2022-10-05,Disruption,United States,"NATO, NORTHAM",State institutions / political system,Civil service / administration,Killnet,Russia,Non-state-group,Hacktivist(s),Self-attribution,Killnet,System / ideology,No,Not available,Network Denial of Service,True,Not available,Not available,5,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1566,"The City of Tucson in Arizona was hacked and personal information of 123,500 individuals was stolen in 2022",2022-05-17,2022-05-31,Data theft,United States,"NATO, NORTHAM",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Valid Accounts,Data Exfiltration,False,Sensitive information,Not available,7,No system interference/disruption,Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2022.0
1565,Shuckworm / Gamaredon attacked an organization in Ukraine with seven self-extracting 7-Zip SFX binaries between July and August 2021,2021-07-14,2021-08-18,Hijacking without Misuse,Ukraine,"EUROPE, EASTEU",Other,Not available,"Gamaredon/Shuckworm/BlueAlpha/Aqua Blizzard fka ACTINIUM, DEV-0157/Primitive Bear/Armageddon/UNC530/G0047 (FSB Centre 18, Crimea)",Russia,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Symantec,"Territory, Resources, International power",No,Phishing,Not available,False,Not available,Empowerment,5,No system interference/disruption,No Impact,0,Unfriendly Acts / Retorsions,2021.0
1563,Colombia's National Food and Drug Surveillance Institute (INVIMA) services were disrupted,2022-10-03,2022-10-05,Disruption,Colombia,SOUTHAM,State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Unknown,Not available,Not available,True,Not available,Not available,10,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1562,"Middle East-based DeftTorero targeted a variety of sectors in the region with new tactics, techniques and procedures starting in 2019",2019-01-01,,Hijacking without Misuse,"Turkey, Egypt, Saudi Arabia, Lebanon, Kuwait, Jordan, United Arab Emirates","ASIA, NATO, MEA, MENA, MEA, AFRICA, NAF, ASIA, MENA, MEA, GULFC, ASIA, MENA, MEA","State institutions / political system, Critical infrastructure, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Media, Science","Military, Telecommunications",DeftTorero/Volatile Cedar/Lebanese Cedar,Middle East (region),Unknown,Not available,Technical report,Kaspersky,International power,No,Exploit Public-Facing Application,Not available,False,Not available,Empowerment,2,Not available,Not available,0,Unfriendly Acts / Retorsions,2019.0
1561,Pro-Russian hacktivist group XakNet targeted Ukrainian organizations via DDoS and other methods in March 2022,2022-03-31,,Data theft & Doxing,Ukraine,"EUROPE, EASTEU",State institutions / political system,Government / ministries,XakNet,Russia,Non-state-group,Hacktivist(s),Political statement / report,Cybersecurity and Infrastructure Security Agency (CISA),"System / ideology, Territory, Resources, International power",No,Not available,Data Exfiltration,False,Non-sensitive information,Not available,8,No system interference/disruption,Minor Breach + Corruption,0,Countermeasures,2022.0
1558,Multiple unnamed APTs obtained sensitive information from US defense company since January 2021,2021-01-01,,"Data theft, Hijacking with Misuse",United States,"NATO, NORTHAM",Critical infrastructure,Defence industry,Unknown,Unknown,State,Not available,Anonymous media statement,Recorded Future,Unknown,No,Not available,Data Exfiltration,False,Sensitive information,System Misuse,6,No system interference/disruption,Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2021.0
1555,Russian hackers attacked Gloucester City Council's website using malware in December 2021,2021-11-24,,"Data theft, Disruption, Hijacking with Misuse, Ransomware",United Kingdom,"EUROPE, NATO, NORTHEU",State institutions / political system,Civil service / administration,Unknown,Russia,Unknown,Not available,Anonymous media statement,Not available,Unknown,No,Phishing,Data Exfiltration,True,Non-sensitive information,System Misuse,12,Months,Corruption / Major Breach,1400000,Unfriendly Acts / Retorsions,2021.0
1554,The Russia-affiliated Conti Group carried out a ransomware attack against several Costa Rican government institutions in April 2022,2022-04-11,2022-04-18,"Data theft, Disruption, Hijacking with Misuse, Ransomware",Costa Rica,CENTAM,"State institutions / political system, Education, Critical infrastructure, Unknown","Civil service / administration, Government / ministries, Energy, Health, Telecommunications, Finance",Unknown,Unknown,Non-state-group,Criminal(s),Technical report,AdvIntel,System / ideology,No,Valid Accounts,Data Exfiltration,True,Non-sensitive information,System Misuse,10,Days (< 7 days),Minor Breach + Corruption,0,Unfriendly Acts / Retorsions,2022.0
